linkedin_url,job_title,company,company_linkedin_url,location,posted_date,applicant_count,job_description,benefits
https://www.linkedin.com/jobs/view/3791664884/?eBP=CwEAAAGOpRg8WcIYFaH4qR_Ok_MmhxVqfcMSQFNUbY_WY_lgmWewpBaD3XERAGHxMIB5YnQLlH60kDj9FKwC30wyh_JmVI88tW-9i3KbcAInFvx3WBVJxVdmec2qXWwL4f2qOode1voZQosmsY9gnT_1Tch8LoxRZyM-bbtlf3O8KAcStznbXrizjYAb-sTqGUcY2uqv-q4dcWaKu5MT1BIaqdDxEGi6l0TYkUwPRXvrSoFN0uoYNRXK0VmtnZ50jmnXx9GoogNo-Vrp1naOu22wKwpASDSrVgRoOGcpQtSeoptGiSV9fdSuQgAPfolhzLiiHro3cfgwRHQo2hFUN22J9NUs2uqTJaGmC3ND1YN5fWW-SwwRJaBEgF7UXX_8GyvtoNh1-JnV8URnEvmchwJBzqlnVIaicGM&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=YkCujGwWLGs3dANdO8609Q%3D%3D&trk=flagship3_search_srp_jobs,Full Stack Engineer,At-Bay,,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",Reposted 1 month ago,Over 100 applicants,"About the job
About At-Bay

At-Bay combines world-class technology with industry-leading insurance to help clients meet risk head-on. Partnering with brokers and business owners alike, we provide modern insurance products and active risk monitoring services for companies of every size and in every industry. Our team boasts many backgrounds and skills, from analysts and developers to designers and underwriters, and everything in between — all working together to redefine what it means to be an insurance company.

We’re proud to be a diverse company and to have expertise from multiple industries driving our culture. At-Bay is expanding rapidly, and as we grow, we’re prioritizing inclusive hiring practices and supportive team environments. We’re committed to building a company culture where people of all identities and backgrounds are empowered to thrive, develop their career, and bring their full self to work.

At-Bay is a globally distributed company with hubs in Atlanta, New York City, San Francisco, and Tel Aviv. To date, we have raised $292 million in funding from Acrew Capital, Glilot Capital, Icon Ventures, ION Crossover Partners, Khosla Ventures, Lightspeed Venture Partners, M12, entrepreneur Shlomo Kramer, and Qumra Capital.

Responsibilities

Join a team of highly motivated developers to work together to fill At-Bay’s growing software and scaling needs
Work on a range of customer-facing and internal projects, including scaling up our web-based and infrastructural software and internal security and insurance tools
Directly work on matters that are critical to the company, building software that is used actively by our insurance team and our customers whilst solving challenging software problems
Writing well-tested, organized and robust code to support a rapidly growing organisation
Proactively taking on software tasks to give efficient turnaround to the requirements of the rest of our international company
Work in a modern software environment with continuously deployed and integrated code in our cloud-based infrastructure
Taking responsibility of your code, quickly responding to bugs and making sure new and existing software runs smoothly
Communicating and working openly with other developers to solve problems and produce high-quality code

Qualifications

3+ years of hands-on experience as a backend engineer in Python (preferred) , Java, Go or Ruby
Experience in front-end development React (preferred), Vue or Angular
Experience with RESTful API development 
Comfortable with both front-end and back-end development
Experience in coding to cloud production environments such as AWS
Strong desire to bring products to life, supporting a demanding user base, constantly introducing innovative features whilst keeping things stable
Experience with relational databases such as MySQL, Postgresql
Excellent communication skills in Hebrew and English
Experience with microservices architecture - Advantage
Experience with Event based architecture and infrastructures such as: Kafka, Kinesis, SNS/SQS - Advantage 
Experience with Docker & Kubernetes- Advantage

Location: Tel Aviv, Israel

What You'll Get

A competitive salary, and equity in a super fast growing company, taking over commercial insurance
A strong emphasis on work-life balance
Beautiful offices in the heart of Tel Aviv, near the train station and main bus stops
Passionate, smart, and fun people to work with
You will never lack a challenge, we are a unique blend of a fast growing tech startup, an international firm, and an insurance company

Learn more at at-bay.com",
https://www.linkedin.com/jobs/view/3868612907/?eBP=CwEAAAGOpRg8WY0oPOiif3D_X3EEP-8mIeeI_i_m_ea00WznAjyGI4VvpeZrUfhKW3Otr-AfLI8NxYtlO0dnIr0fV1wr7_tvt7QDXFz6RFmyDd0ABAbq-DlwsJhU8O9E5S81hjlg_q5AKhbiUPESl1lxIHpmH8wlbMj0Svpa3ZZjNvUrZfFPgok8gKLw03cX3x75og7MeziZ4d3fMoTLPh8l76EgH0lmhJaKPX3OLWXHflAEJrRggApCznkpGSQvxIAkKm9A-vVzHgBAZrFBkgBoJKHSnMezRSIFjPVfGcTnkfJHENQnvn-giKuMUhk4OVjHdVnf_FkTVBAuz7h7RU5Z0ToTG2gdux1zXPy4O1hNNOt11zm0yfntWKPNDBszF3MmbUfBrufhCVIGhmnTx5_zb2a0Lat0lLJdw0p_UUi3AppWz9db_S0_FjU7kQ&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=nHmqpDMe5skF8d9WUZT46w%3D%3D&trk=flagship3_search_srp_jobs,Full Stack Developers,Triolla,,"Raanana, Center District, Israel (Hybrid)",1 week ago,Over 100 applicants,"About the job
Company Description
Triolla is a well-established Product Development Hub with extensive experience spanning 12 years in the Hitech and Governmental industries. With a team of 65 highly skilled professionals, we've successfully delivered more than 500 products to date. Our success is the result of our continuous focus on innovation, improvement, and a customer-centric approach. At Triolla, we prioritize data security, which is why we've achieved ISO 27001 certification.

Our group of companies includes Pitangoux, Israel's leading UI/UX agency, and Pitango Academy, the fourth-largest academy of its kind. Working together, we offer a dedicated Israeli team that caters exclusively to each client, ensuring exceptional outcomes and a tailored approach to every venture.

Role Description
This is a full-time hybrid role for a Full Stack Developer located in Raanana, with flexibility for some remote work. The Full Stack Developer will be responsible for back-end web development, front-end development, software development, and full-stack development. In addition, the Full Stack Developer should have expertise in Cascading Style Sheets (CSS).

Qualifications
Bachelor's Degree: (Optional but preferred)
2-3 years of experience in React+Node.js
Experience in TypeScript (an advantage)
Experience with cloud platforms (AWS is a big advantage)
Knowledge / experience in GraphQL (an advantage)
Attention to detail and ability to work independently

***Send CV to : fun@pitangoux.com",
https://www.linkedin.com/jobs/view/3824219223/?eBP=CwEAAAGOpRg8WTGYtyh_BMjD_Ra3RNiU7O6jQUMDuy7N3dKI8Avo6cnxFfEUY_ZP6wNJcdfD6HtrbrLCynLgDjzGh3CWO4qwQAaElrhjDnd9lGS9PQq1JAZuVSyUPex8qiVa0ae2FZENjAr10aEFYEyC9MMz1_VnUwz2rv2b-116-lzj9acVvwoHK5TkWgz7Hew78IfGHfXZNZBj4MBtLiz1r60xKQjxVX18M0ZGIHfMzrN6E08dQ7SsmBYEya6o80Uo9iuKx-SLI3KIUStGVsb5UjCWyIO4UoFu_l_gVOit2twQxNEvtXxn_fpFp2nv2Uvge0TC5JUo1nZc3O_b3FxgcUeKeYZjthk6KrAQodOmY2-ha-8HaAV2-2_DhALhDb-0F7Suu1XagYFZUrzhVsV_FaAoTkScJWRhrL-dpwmWYhq_jsPVLVredUc&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=ODAO7uzKbjangiO9t24U5A%3D%3D&trk=flagship3_search_srp_jobs,Back End Developer,Pango,,"Petah Tikva, Center District, Israel (On-site)",1 month ago,Over 100 applicants,"About the job
About Us:
With more than 15 years of activity, and over 3 million customers (and still growing), Pango’s app has become synonymous with driver and vehicle solutions. It is a known brand and one of the most widespread applications in Israel.

About the Role:
We are seeking a highly motivated and adaptable Backend Developer with a passion for building robust and scalable backend systems.

The ideal candidate will have experience in .Net Core and Python, proficiency in AWS services and event-driven architecture, and a diverse skill set in working with various types of databases. Beyond technical expertise, this candidate should demonstrate a strong commitment to self-learning, be a collaborative team player, and possess the ability to drive projects forward independently.

Requirements:
Programming Languages: Proficient in .Net Core and Python, with the ability to work interchangeably.
Cloud Services: Experienced in AWS (Amazon Web Services), including but not limited to Lambda, API Gateway, S3, SNS and SQS.
Event-Driven Architecture: Familiarity with event-driven design patterns and the ability to implement scalable, event-based systems.
Database Expertise: Skilled in working with various databases, such as SQL, NoSQL (e.g., MongoDB, DynamoDB), and knowledge of database design principles.
Self-Learner: Possesses a strong appetite for self-improvement and stays current with industry trends and best practices.
Team Player: Collaborates effectively with team members, communicates openly, and actively contributes to a positive team dynamic.
At least 3+ years of experience as a Back End Developer.
 
Advantages:
Experience developing cloud SAAS services using AWS technologies.
Experience in No-SQL database (MongoDB, DynamoDB, Redis) – Advantage.
Serverless – Advantage.
CI-CD – Advantage.",
https://www.linkedin.com/jobs/view/3858980452/?eBP=CwEAAAGOpRg8WTGJV1_x_zQ2gKq-RNkCAQy0lVuX7pTyF6U8hG7CdP3blMRNnQWykv01ZqUtELKoo7DQOBpHnuWBtmVaCCMxidBjoBKo74869ZMiWWfhzNGLbeZ3mu4JV34oZC_JCwg9Vm17grqNtQT54yVJZFV7oQBZmZgJy07y7liwlbhDz7HD89yQ93ALmvaf2rtvOYssIhGSksMX-3RYk2JVkwHwCWpjklCvdhcsYgzh7MroEHahr76USDklbQOIMD4RTsTXndHfH4PzuyHN7nuZYT7pZpHLTMLYwkjtX5WXk47ivuck_cHdWCyUBp4hDUcSYQrx2eTd0ja8LNSPcqdAthBlUE0QfyWvUzbeWu5csPq6kcvj3_qRppHhptX5bjIsOZx2jO06HaNNAHg7QbvgZCCPlg1P09X1ih-HCUnQNA1YbLx8&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=VMv6xg0RJa9VFu%2BiGpIMwA%3D%3D&trk=flagship3_search_srp_jobs,Frontend Developer,Really Good,,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",Reposted 1 week ago,Over 100 applicants,"About the job
Working with intelligent, fun, and talented developers, you will create complex and beautiful web apps.

Just three questions:
Have you been coding apps in React/Vue and some TS since 2021 or earlier?
Would you describe yourself as pleasant, professional, resourceful, and eager to learn and improve?
Do you have good English and Hebrew skills?

If this sounds like you — we'd love to hear from you, go to https://careers.reallygood.co.il to learn more and apply today.",
https://www.linkedin.com/jobs/view/3781838722/?eBP=CwEAAAGOpRg8WQR8tBdghUhXBNeNgxKLF7c86MNiLsodms63t7vuy1adew1rO6euKnPkU5MvFn6HEbogDqEFdgZ7OmPuIeQrkBVPIH1ViUU-v5c6-8rWRgT2V3Ea_n0s1QZjTTZTazcDXxsdTwx-nMQW55QS7m29hDG71Uor3tu59KE17WLq7vyZp11YVgqM68puCOQj3NsJglTwsrunHzJZ9N5xtm3DBTKhAriPem8W8-sbUkFgWM9mJqBomlrMMkoW_v1y84nbG8TW7GKpsee41WMw5BUnq895HI0bJcYsWMDg_8gQqjDoOxexyAKkIqjATJlrFW1BoLHrejlGs8rKGKgyWbKr3_aqh9LQL6pGwvFp7Jm9mIgPAnp_YVmQiihVhjqCWMP_gVokjvG7B8ssYVEDUEgAlz2fEnkaV-sXtOdMYJMh3wNkK8h5io4n&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=By3yPYLGPG0XTgRhC0pG4g%3D%3D&trk=flagship3_search_srp_jobs,Frontend Developer,Bylith,,"Netanya, Center District, Israel (On-site)",3 months ago,Over 100 applicants,"About the job
Bylith's Frontend team. The team is responsible for the frontend development of multiple SaaS web products (CRM, Web Editors, Commerce, Data Automation) in a highly innovative, technical, and empowering work environment.
Our products are in use by millions of users worldwide, delivering smart and intuitive web experiences that put the end-user in the center.
In this role you will design & develop a challenging high-end SaaS web products for some of the biggest operations in the world, in a great work atmosphere and with highly skilled teammates.

Responsibilities:
Build and maintain efficient, reusable, and reliable code while executing highly intuitive and interactive user experience
Work closely with Frontend Team Members, Product, UX / UI, and Backend Developers
Ensuring code is of the highest quality by practicing and evangelizing engineering best practices (code reviews, pairing, etc.)

What’s In It For You:
This is your chance to bring your experience and knowledge and take part in a great R&D team and processes on a real-world challenges and in a scale.
A unique opportunity to join a successful SaaS company with great clients and partners.
A chance to build & influence on products that already in use by to millions of users worldwide.
A chance to work in an environment that encourages innovation and entrepreneurship.

Qualifications:
At least 2 years of practical experience in frontend development
Proficiency in vanilla JavaScript, including ES6+
Vast experience in at least one of the following frameworks: Vue / React / Angular (/ equivalent)
State management & routing
Tooling – Vite, Webpack, Yarn/NPM, Git
Good understanding of UX/UI & how to implement it in the best way as a Frontend Developer
Deep understanding of HTML5/CSS3 (LESS/SCSS)
Practical experience in building complex UI layouts/systems & animations

Advantages
B.Sc. Computer Science Degree (or equivalent)
Universal apps (server-side rendering; next.js, nuxt)
Node.js
Testing & CI/CD

Personal Qualities:
Passionate about learning and always seeking opportunities to expand your knowledge
A self-starter with great instincts and the ability to discern upcoming needs
Outgoing and personable and takes pride in being a positive, helpful presence around the office
A team player with the time management and organizational skills to work independently as well

So, are you up for the challenge? :)",
https://www.linkedin.com/jobs/view/3869790552/?eBP=CwEAAAGOpRg8WeU9zBGOR5DUw9nSWXentEPZcvwhD4i2nP4fTpJG4Vg0P5y8laoU8mkoFIsb6oWWoEjdoE8brEsoonG71ubN6f6VTDgE57nkoMUh2D0PyynRm_hkwvuxHI6k275yOGSc-GWu6rihB8zffg0n60NaIGBL_It3lt8AVKGadgnylBMMbm_Xk8UAozYr6UByQ6NkjAKI_rN0LhbQ8Z2XqabR3Br1aXoc57oz8k4a1C7HArbXm_YBCH7adeNzIi1AEs6B0mWWhR150k0EgeJXnRh7f6tkOCfS5814HByBxxllif3H-Ck68Zq4_9048RLHeW26DSwIIpuwAlLAnWfyY1vo8fQVsi8&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=tK2FpLnof2xopzSlHKc0TA%3D%3D&trk=flagship3_search_srp_jobs,"Software Embedded Student , Graviton Software",myGwork - LGBTQ+ Business Community,,"Tel Aviv-Yafo, Tel Aviv District, Israel",1 week ago,Over 100 applicants,"About the job
This inclusive employer is a member of myGwork – the largest global platform for the LGBTQ+ business community.  

Description

AWS Utility Computing (UC) provides product innovations — from foundational services such as Amazon's Simple Storage Service (S3) and Amazon Elastic Compute Cloud (EC2), to consistently released new product innovations that continue to set AWS's services and features apart in the industry. As a member of the UC organization, you'll support the development and management of Compute, Database, Storage, Internet of Things (Iot), Platform, and Productivity Apps services in AWS. Within AWS UC, Amazon Dedicated Cloud (ADC) roles engage with AWS customers who require specialized security solutions for their cloud services.

AnnapurnaLabs as part of AWS, is looking for talented engineers to help us develop the semiconductor platform which is based on revolutionary architecture.

Take part in the development of cutting edge products within disruptive system architecture. You'll have the opportunity to work on the technologies that power the world's largest Cloud provider, within a dynamic, open, and fast-paced environment. Amazon Web Services provides a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world.

Become part of the group which is responsible for building software components essential for networking and storage functionality in the biggest cloud in the world (AWS). Learn and influence how the cloud works ""behind the curtain"" today and be part of the innovation that defines how it will look tomorrow - make if more secure, faster and robust. This challenging and interesting job will allow you to contribute into different domains which include embedded development, host stacks and internal services. Get involved in using of cutting edge technologies in both kernel and userspace. Being part of Annapurna's SW group will help to establish connections with many other AWS groups and contribute on a company wide scale.

For more information we invite you to watch the 2023 re:Invent keynote: https://youtu.be/T_hMIjKtSr4?si=l07EnZLptddsL6sQ&t=724

About The Team

Diverse Experiences

AWS values diverse experiences. Even if you do not meet all of the qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn't followed a traditional path, or includes alternative experiences, don't let it stop you from applying.

Why AWS?

Amazon Web Services (AWS) is the world's most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that's why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses.

Inclusive Team Culture

Here at AWS, it's in our nature to learn and be curious. Our employee-led affinity groups foster a culture of inclusion that empower us to be proud of our differences. Ongoing events and learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences, inspire us to never stop embracing our uniqueness.

Mentorship & Career Growth

We're continuously raising our performance bar as we strive to become Earth's Best Employer. That's why you'll find endless knowledge-sharing, mentorship and other career-advancing resources here to help you develop into a better-rounded professional.

Work/Life Balance

We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why flexible work hours and arrangements are part of our culture. When we feel supported in the workplace and at home, there's nothing we can't achieve in the cloud.

Early Career Talent

When you join Amazon Web Services as a student or recent graduate, you'll have the chance for your voice to be heard and amplified. That's because our teams are looking to learn as much from you as you'll learn from them. Whether you're graduating with a high school or equivalent diploma, associate degree, bachelor's degree, MBA, or PhD, we offer a range of early career opportunities across the globe.

We are open to hiring candidates to work out of one of the following locations:

Tel Aviv, ISR

Basic Qualifications

 Computer Science/ Computer Engineering / Electrical Engineering Student (need to send grade sheet)
 Proficiency in C
 Fluent English
 Available for 2-3 work days per week

Preferred Qualifications

 Experience in C Embedded Development
 Team Player, great multitasking and self-learning",
https://www.linkedin.com/jobs/view/3875183157/?eBP=CwEAAAGOpRg8Wao1EYqyP2yKDjkQV3KlpUVmUtPyjs7jABiknZeGuz0QOel62eNZHXn0amLzAltcnmdK3ZYBfCakSU6R8N1L_cAaQnAyQ-M2iZtLGWqWSTuTS5-V76sIQImXY0tF-izYLFZx3jjN_Rj7gNRovOOzNk56PI6jnF-wrMdGWtV9_RrrMvGPRF5VexLCWZFArNSWcF1oMya4m-pXarCWKypuWPmNCpLa9-oZjELI1s0C3mEqYLBJIT9WfMaeiz5tfDZUlJdvIV-s7DKp3ALplWM7JNYVgn7FgFQVJcy3qDM_oC-xr70NIdpC1w0wVGoeR5y7MtFLRhBQk6DZGMKxtcmY30otXD2K_BrwGv-NtmW8_gcwvqOvPOGQwQAm-Qg6NXx3YUwM0OHWX1FTsxi5ogqaKWg&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=k6JRdbVU84KOUPGWbcVJHQ%3D%3D&trk=flagship3_search_srp_jobs,Senior BE Developer - Python expert,Munch,,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",3 days ago,19 applicants,"About the job
About us
Munch is a well-funded small startup on the fast track to success with over 100,000 active users and growing rapidly. Located in the heart of Tel Aviv, just next to the red line, we are looking for a talented and experienced FE\FS Developer to join out core team.

Our Product
Our product is a cutting-edge AI platform designed to help businesses maximize their ROI on long-form video content. By utilizing AI, we turn lengthy videos into bite-sized, social media-optimized clips that engage audiences and keep brands at the forefront of digital trends.

Who are we looking for
The ideal candidate is a self-motivated, multi-tasker, and demonstrated team-player. You will be a lead developer responsible for the development of new software products and enhancements to existing products. You should excel in working with large-scale applications and frameworks and have outstanding communication and leadership skills. 
 Responsibilities
Writing clean, high-quality, high-performance, maintainable code
Develop and support software including applications, database integration, interfaces, and new functionality enhancements
Coordinate cross-functionally to insure project meets business objectives and compliance standards
Support test and deployment of new products and features
Participate in code reviews

Qualifications
Bachelor's degree in Computer Science (or related field)
7+ years of relevant work experience
Expertise in Object Oriented Design, Database Design, and XML Schema
Experience with Agile or Scrum software development methodologies
Ability to multi-task, organize, and prioritize work",
https://www.linkedin.com/jobs/view/3860388845/?eBP=CwEAAAGOpRg8WdBEsySW3qcdzVtmqA8kBR2BxwSpJIav6lsoOCxypEUJsxeV-iDgFnTr3dY2v0I86H7RH6m7SzeUa5jpVwEW0aMuEuGjDtRslVxjG3JnD7el2wAzgPP85EdWVaXe9quZbS8HatY1Ib9Fm5FN2hzhMVKMb2QsJr4uO1ryam6tGldoHSiHfXUEtiN9PKw9WsJS0AT8BWdCQzIEEihCocx5nQ-GjrPgBhRrINhAlSz62bRHak9B2TKp-M8TZeG0wJ3BRprVxvkgppzLaG089btvClI2ljnCZ--zPdth5s5Gfxd_s5Oi3zvcqNg8jSUOfqooWaeYY7Eh0GFhwNfCMozEeN6HZs9Gec7cuKkL5HBorvLm3a-xd2fh6seBMfFgtciBsE4KAp-lfGcLZu0HW-SJ870&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=K490GxV9KOF2lH1PSztynQ%3D%3D&trk=flagship3_search_srp_jobs,Full Stack Engineer,Paragon,,"Tel Aviv District, Israel (On-site)",2 weeks ago,Over 100 applicants,"About the job
Paragon is a fast-growing cyber intelligence company, rapidly establishing itself as a key player in the industry. We are a young, innovative company with a cutting-edge product based in Tel Aviv.

We are looking for a Full-stack Developer to join our dynamic team.
In this role, you will primarily work on our client-facing platform and its backend services, contributing to the delivery of a valuable, simple, and aesthetic interface for a complex cyber intelligence collection system.

Responsibilities:
Implement new features in our platform, end to end
Claim ownership and responsibility for your tasks, guided and supported by the Team Lead
Write technical specifications and proactively influence product and engineering
Contribute to team quality by conducting code reviews and assisting teammates
Collaborate daily with other teams, including Product, UX, QA, and other development teams.
Server Tech Stack:
Golang, NodeJS (TypeScript)
MongoDB, Elasticsearch
gRPC
Kafka, Redis
Kubernetes, Docker
Client Tech Stack:
React (TypeScript)
MUI, Storybook
Selenium

Requirements:
4+ years of experience developing both server and client modules, in at least two previous positions
Experience with the design of distributed systems, microservice architectures, and queues
Experience with databases (SQL/MongoDB)
Familiarity with Kubernetes and a basic understanding of its architecture (pods, deployments) - Advantage",
https://www.linkedin.com/jobs/view/3813287816/?eBP=CwEAAAGOpRg8WcQO5AiwKsy8rbktm6_kkCkW7-ALC4sSENi9qL1-rp-kIRtQ8u1lCvU9CBb-nf0r1Mt_k64z6JkVJSJbp-tukwc1kZ9EhjjgW9_nzlC9G62CjgBhB8B18xMZvFAFF0eFcCHu5H-DIKd8tjZHOhwkWIQ2xbGpu_Rfxwc5ST3LQLsx01Vw0gWXOSsdU3-Ney8hXYkffUQBj4S60OELRNBViCclplrM_4CBwSyWnP0sxFnnes_3eeH3bcgtGTYpaY3WEmbh4x_viH7ZE41SJXgssyGBAtwvgTm5cVZL_fV6y8iT6dEhhmOpkM2EjXFm78_CmGl4PrJ3TQqIdJACraneISUBBAmfV6v6TP2mt6BJc0EZmYxgHscM6jGm6aWooereBICb81prna-fuGM&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=Wi9Os22QVD48LsDFaRJVxw%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer,Genesys,,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",,Over 100 applicants,"About the job
Genesys empowers more than 7,500 organizations in over 100 countries to improve loyalty and business outcomes by creating the best experiences for customers and employees. Through Genesys Cloud, the #1 AI-powered experience orchestration platform, Genesys delivers the future of CX to organizations of all sizes so they can provide empathetic, personalized experiences at scale. As the trusted, all-in-one platform born in the cloud, Genesys Cloud accelerates growth for organizations by enabling them to differentiate with the right customer experience at the right time.

We employ more than 6,000 people across the globe who embrace empathy and cultivate collaboration to succeed. And, while we offer great benefits and perks like larger tech companies, our employees have the independence to make a larger impact on the company and take ownership of their work. Join the team and create the future of customer experience together.

Summary:

Are you interested in working on a product that scales? Do you want to be given the time to measure whether that cache is meaningful? What about getting to pick your own tools (and even write them when necessary)? If so, keep reading…

What this role is:

You will be working as part of a delivery team that builds microservices on top of AWS. You will help build and maintain the services that power our workforce management product line. You will help support existing EC2 and Lambda services in production. You will continuously deploy your own code without downtime. Most importantly, you will be part of a team that genuinely cares about quality and performance instead of just giving it lip service.

What this role is not:

You will not be a simple programmer who is given detailed specifications and forced to write code that others want you to. You won’t have all the technical decisions made for you. We want real software engineers here – people who care about doing it right the first time.

What you will bring to the table:

You should be a lifelong learner who can work well within a team. You should be a strong problem solver who can debug complex customer situations one day and build out new scalable code the next. You should be detail-oriented, be smart, and get things done.

Key Responsibilities:

Develop and maintain cloud applications that will be used by millions of agents
Implement new features through agile development practices.
Support production environment inquiries and issues.
Deliver resilient, scalable, and maintainable cloud applications built on AWS.
Provide feedback on team processes, architecture, and infrastructure
Explore innovative technologies to support continuous improvement.

Minimum Requirements:

BS in Computer Science or Software Engineering (or very strong relevant experience)
2+ years of related work experience in front-end, back-end or full-stack development.
Working experience with OOP language or JavaScript/Python utilizing OOP concept.
Good verbal and written communication skills.
Experience working with JavaScript frameworks such as Vue/React/Angular is a plus.
Experience working with Amazon Web Services such as EC2, S3, CloudFormation, CloudWatch, Lambda, DynamoDB, SQS, SNS, Kafka, Redis is a plus.

If a Genesys employee referred you, please use the link they sent you to apply.

About Genesys:

Every year, Genesys orchestrates billions of remarkable customer experiences for organizations in more than 100 countries. Through the power of our cloud, digital and AI technologies, organizations can realize Experience as a Service™ our vision for empathetic customer experiences at scale. With Genesys, organizations have the power to deliver proactive, predictive, and hyper personalized experiences to deepen their customer connection across every marketing, sales, and service moment on any channel, while also improving employee productivity and engagement. By transforming back-office technology to a modern revenue velocity engine Genesys enables true intimacy at scale to foster customer trust and loyalty. Visit www.genesys.com.

Reasonable Accommodations:

If you require a reasonable accommodation to complete any part of the application process or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you or someone you know may complete the Reasonable Accommodations Form for assistance. Please use the Candidate field in the dropdown menu to ensure a timely response.

This form is designed to assist job seekers who seek reasonable accommodation for the application process. Submissions entered for non-accommodation-related issues, such as following up on an application or submitting a resume, may not receive a response.

Genesys is an equal opportunity employer committed to equity in the workplace. We evaluate qualified applicants without regard to race, color, age, religion, sex, sexual orientation, gender identity or expression, marital status, domestic partner status, national origin, genetics, disability, military and veteran status, and other protected characteristics.

Please note that recruiters will never ask for sensitive personal or financial information during the application phase.",
https://www.linkedin.com/jobs/view/3853031852/?eBP=CwEAAAGOpRg8WbZglsauRVbSZtet84zH8aMpoi_HO-Q1XShifM8z_Mwc5Q6I0pBH7zv3DAJi9lS1eUH8f-bz1QxYBvwjYa_cwBtgnGgfhh0RJEGWgBZOc97bQLnjnKzIVIU9dy-4WdC1zM86nqGULhhO1u1YK_9baO3RREwgqk1kc5wSw17UEg8D0r93860AJ5KbqaAoOA5odAp1FP8_6qes5FNNua259FO6jgythyRX9tnDNIele9E1DY-N8-LFRPd2nSg2sigOWY8d5GIBmzZj0RAW881y-vqeYP8Yekfe2vWtXxPe2cP8R9zVwxTU3-LG9iSCeg3kWW-GdLrEUYlgiuu2o4mimafXxrIqvEpZZ9P1IaDI-5_Wfpe518JFZ5OXYv8c1t0HM-Ias2quJaHJKGgycbJ1_4I&refId=ye7daEaZxB2%2B3DYyRVsWrA%3D%3D&trackingId=bH7tKb3w0%2BAauL5gFn7vCQ%3D%3D&trk=flagship3_search_srp_jobs,Full Stack Engineer,Check Point Software Technologies Ltd,,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",Reposted 1 week ago,59 applicants,"About the job
We are looking for a strong and innovative full-stack developer, with vast knowledge in systems, CI/CD tools, and Kubernetes.
You will be joining a great team, responsible for continuous integration, development environment, and development tools for Check Point products.

Your Impact & Responsibilities
Define, plan, design, and implement features that improve Check Point’s continuous integration.
Analyze and provide solutions for technical challenges and complex environments.
Maintain and provide support of R&D development tools.
Integrate and deploy Kubernetes into the existing docker environment.
Develop and maintain web applications.
Understand user requirements to achieve the best user experience.

Your Knowledge & Skills
At least 5 years of experience as a Full Stack Software Developer.
Experience working in Linux environment.
Experience programming in Java.
Experience with docker, Kubernetes, and microservices.
Experience in troubleshooting and resolution skills.
Experience in defining architecture for complex software and distributed systems.
Experience with databases such as SQL, and Oracle.
Ability to learn quickly, adapt to changes, and be a team player.

Advantages:
Experience working with Perl. 
Experience working with Node.js.
Experience working with Python.",
